no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;required_car_parking_space;room_type_reserved;lead_time;arrival_month;arrival_date;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status
2;0;0;1;0;Room_Type 1;8;5;25;0;0;0;111.35;1;Not_Canceled
2;1;0;4;0;Room_Type 1;115;8;3;0;0;0;123.75;1;Not_Canceled
1;0;1;1;0;Room_Type 1;24;9;19;0;0;0;87.78;2;Not_Canceled
2;0;0;2;0;Room_Type 1;31;2;4;0;0;0;77;0;Not_Canceled
2;0;0;3;0;Room_Type 4;43;11;4;0;0;0;60;0;Not_Canceled
1;0;1;1;0;Room_Type 1;33;1;25;0;0;0;59;0;Not_Canceled
2;0;0;1;0;Room_Type 1;6;3;3;0;0;0;87;2;Not_Canceled
2;0;0;3;0;Room_Type 1;1;8;3;0;0;0;139;2;Not_Canceled
2;0;0;3;0;Room_Type 1;279;10;12;0;0;0;110;0;Canceled
3;0;0;2;0;Room_Type 4;55;9;28;0;0;0;168.3;2;Not_Canceled
2;0;0;3;0;Room_Type 1;142;8;24;0;0;0;99.3;0;Not_Canceled
1;0;0;1;0;Room_Type 4;17;3;9;0;0;0;75;0;Not_Canceled
1;0;2;0;0;Room_Type 1;0;7;24;0;0;0;119;0;Not_Canceled
2;0;2;2;0;Room_Type 1;19;4;29;0;0;0;106.65;1;Not_Canceled
1;0;0;2;0;Room_Type 1;181;10;11;0;0;0;120;0;Canceled
1;0;0;2;0;Room_Type 1;74;9;18;0;0;0;87;0;Not_Canceled
2;0;1;2;0;Room_Type 1;157;10;3;0;0;0;108;0;Canceled
2;0;3;9;0;Room_Type 1;227;8;17;0;0;0;76.5;3;Not_Canceled
1;0;0;2;1;Room_Type 1;37;9;16;0;0;0;94.5;0;Not_Canceled
1;0;0;0;0;Room_Type 1;3;2;26;0;0;0;0;1;Not_Canceled
2;0;0;1;0;Room_Type 4;1;9;3;0;0;0;96;2;Not_Canceled
2;0;0;5;0;Room_Type 4;40;8;23;0;0;0;149.4;0;Not_Canceled
2;0;1;3;0;Room_Type 1;121;5;2;0;0;0;99.45;1;Not_Canceled
2;0;0;1;1;Room_Type 1;7;8;24;0;0;0;137;2;Not_Canceled
1;0;1;1;0;Room_Type 1;8;11;14;0;0;0;103;1;Not_Canceled
1;0;0;1;0;Room_Type 1;1;11;4;0;0;0;140;1;Not_Canceled
2;0;0;1;0;Room_Type 1;126;5;7;0;0;0;103.5;0;Canceled
2;0;0;3;0;Room_Type 1;122;12;8;0;0;0;68;0;Not_Canceled
1;0;0;2;0;Room_Type 1;164;10;2;0;0;0;100;0;Not_Canceled
2;0;2;1;0;Room_Type 1;219;10;29;0;0;0;96.3;1;Canceled
2;1;2;5;0;Room_Type 1;147;6;28;0;0;0;106.25;2;Not_Canceled
3;0;2;3;0;Room_Type 4;142;7;2;0;0;0;126.65;1;Canceled
2;1;0;1;0;Room_Type 1;160;9;30;0;0;0;145.8;2;Canceled
2;0;2;1;1;Room_Type 1;14;12;26;0;0;0;111.67;0;Not_Canceled
2;0;0;3;0;Room_Type 1;213;6;7;0;0;0;130;0;Canceled
1;0;0;4;1;Room_Type 1;80;3;29;0;0;0;81.25;0;Not_Canceled
2;0;2;3;0;Room_Type 4;121;8;18;0;0;0;120.6;1;Not_Canceled
2;1;0;2;0;Room_Type 1;186;8;3;0;0;0;121.5;0;Canceled
2;2;0;5;0;Room_Type 6;15;9;1;0;0;0;165;1;Canceled
1;0;0;3;0;Room_Type 1;12;8;5;0;0;0;60;0;Not_Canceled
2;0;0;3;0;Room_Type 1;7;5;5;0;0;0;144;0;Not_Canceled
3;0;0;3;0;Room_Type 4;164;8;30;0;0;0;115.6;0;Canceled
3;0;1;1;0;Room_Type 1;39;2;8;0;0;0;98.94;2;Not_Canceled
1;0;1;1;0;Room_Type 1;19;6;20;1;0;1;95;0;Not_Canceled
2;0;1;2;0;Room_Type 1;148;7;11;0;0;0;97.5;0;Canceled
2;0;0;1;0;Room_Type 1;101;7;15;0;0;0;94.5;2;Not_Canceled
2;0;1;4;0;Room_Type 4;26;10;14;0;0;0;75;0;Not_Canceled
1;0;1;2;0;Room_Type 1;3;10;19;0;0;0;133;1;Not_Canceled
2;0;0;3;0;Room_Type 4;91;10;20;0;0;0;132.3;2;Canceled
2;0;0;2;0;Room_Type 1;102;10;16;0;0;0;101.5;0;Canceled
1;0;0;1;0;Room_Type 1;98;9;21;1;1;3;65;0;Not_Canceled
3;0;2;3;0;Room_Type 1;232;12;24;0;0;0;75.65;0;Not_Canceled
1;0;0;1;0;Room_Type 1;18;9;27;1;1;5;95;0;Not_Canceled
2;0;0;2;0;Room_Type 1;39;8;14;0;0;0;101.5;0;Not_Canceled
2;0;1;0;1;Room_Type 1;18;11;16;0;0;0;104;0;Not_Canceled
2;0;0;2;0;Room_Type 1;49;3;15;0;0;0;81.9;1;Not_Canceled
2;0;1;1;0;Room_Type 1;247;6;6;0;0;0;115;1;Canceled
2;0;0;2;0;Room_Type 1;122;4;15;0;0;0;85;0;Not_Canceled
1;0;0;5;0;Room_Type 1;5;10;4;0;0;0;131;0;Canceled
2;0;2;2;0;Room_Type 1;6;12;30;0;0;0;122.48;3;Not_Canceled
2;0;0;1;0;Room_Type 1;30;5;25;0;0;0;98.1;0;Canceled
2;0;1;3;0;Room_Type 1;100;5;2;0;0;0;91.38;1;Not_Canceled
1;0;2;1;0;Room_Type 1;1;2;28;0;0;0;60;0;Canceled
2;0;1;3;0;Room_Type 4;21;12;29;0;0;0;131.35;1;Not_Canceled
2;0;0;2;0;Room_Type 1;39;8;14;0;0;0;101.5;0;Not_Canceled
1;0;0;3;0;Room_Type 1;166;11;1;0;0;0;110;0;Canceled
2;0;0;4;0;Room_Type 1;259;10;5;0;0;0;89;0;Canceled
1;0;2;1;0;Room_Type 1;116;2;28;0;0;0;61;0;Canceled
2;0;2;0;0;Room_Type 1;37;3;6;0;0;0;118.1;1;Not_Canceled
2;0;0;2;0;Room_Type 4;2;9;30;0;0;0;209.5;2;Not_Canceled
1;0;0;1;0;Room_Type 1;184;8;17;0;0;0;82.12;2;Canceled
3;0;1;2;0;Room_Type 4;80;9;12;0;0;0;168.3;0;Canceled
2;0;0;2;0;Room_Type 1;1;10;7;0;0;0;90;1;Not_Canceled
2;0;0;3;0;Room_Type 1;37;10;13;0;0;0;105;0;Not_Canceled
2;0;0;2;0;Room_Type 1;122;4;15;0;0;0;85;0;Not_Canceled
2;0;2;0;0;Room_Type 1;61;10;4;0;0;0;91;0;Not_Canceled
2;0;1;2;0;Room_Type 1;224;10;2;0;0;0;65;0;Not_Canceled
2;0;0;3;0;Room_Type 1;222;8;31;0;0;0;96.3;1;Canceled
1;0;1;2;0;Room_Type 4;21;11;7;0;0;0;210;1;Not_Canceled
2;0;2;5;0;Room_Type 4;95;9;13;0;0;0;183.6;1;Not_Canceled
2;0;2;5;0;Room_Type 1;39;11;15;0;0;0;97.4;1;Not_Canceled
1;2;0;1;0;Room_Type 1;21;3;12;0;0;0;127;0;Not_Canceled
2;0;2;0;0;Room_Type 1;75;10;30;0;0;0;105;0;Canceled
1;0;0;2;0;Room_Type 1;107;4;5;0;0;0;81.9;0;Canceled
2;1;1;3;0;Room_Type 1;151;12;29;0;0;0;128.56;1;Canceled
2;0;2;3;0;Room_Type 4;14;4;7;0;0;0;125.2;0;Canceled
1;0;0;2;0;Room_Type 1;192;6;24;0;0;0;95;0;Not_Canceled
2;0;0;4;0;Room_Type 1;34;10;26;0;0;0;119;1;Canceled
2;0;2;5;0;Room_Type 1;173;9;13;0;0;0;126.9;1;Canceled
2;0;0;3;0;Room_Type 1;6;3;8;0;0;0;91;1;Not_Canceled
1;0;0;1;0;Room_Type 1;12;10;19;1;5;48;65;0;Not_Canceled
2;0;0;2;0;Room_Type 1;80;4;8;0;0;0;96.3;1;Not_Canceled
2;0;1;2;0;Room_Type 1;67;4;1;0;0;0;75.65;0;Not_Canceled
1;0;6;17;0;Room_Type 5;2;10;19;0;0;0;170;0;Canceled
0;2;0;1;0;Room_Type 2;72;7;27;0;0;0;97.54;0;Not_Canceled
2;1;1;1;0;Room_Type 1;5;3;21;0;0;0;128;2;Not_Canceled
2;0;0;5;0;Room_Type 4;61;10;27;0;0;0;74.61;1;Not_Canceled
2;0;1;3;0;Room_Type 1;133;6;2;0;0;0;104.76;1;Canceled
2;0;1;3;0;Room_Type 1;4;11;3;0;0;0;131.75;1;Not_Canceled
1;0;2;3;0;Room_Type 1;30;10;25;0;0;0;83.16;1;Not_Canceled
2;0;0;3;0;Room_Type 1;304;11;3;0;0;0;89;0;Canceled
3;0;0;1;0;Room_Type 4;5;2;3;0;0;0;130;1;Not_Canceled
1;0;0;3;0;Room_Type 1;71;5;10;0;0;0;98;0;Not_Canceled
2;0;2;2;0;Room_Type 1;70;4;23;0;0;0;95.2;0;Canceled
1;0;0;1;0;Room_Type 1;1;8;19;0;0;0;65;0;Not_Canceled
2;0;0;3;0;Room_Type 1;37;10;13;0;0;0;105;0;Not_Canceled
2;0;1;1;0;Room_Type 1;22;9;26;0;0;0;148;1;Not_Canceled
2;0;0;2;0;Room_Type 1;74;9;18;0;0;0;109;0;Not_Canceled
2;0;0;2;0;Room_Type 1;346;9;13;0;0;0;115;1;Canceled
2;0;1;3;0;Room_Type 1;131;8;22;0;0;0;92.25;0;Canceled
3;0;0;3;0;Room_Type 1;152;8;4;0;0;0;140.7;2;Canceled
1;0;1;0;0;Room_Type 1;3;5;16;0;0;0;71.2;0;Not_Canceled
2;0;0;3;0;Room_Type 1;96;12;29;0;0;0;70;0;Not_Canceled
2;0;1;1;0;Room_Type 1;6;9;17;0;0;0;149;1;Not_Canceled
1;0;0;1;0;Room_Type 1;1;2;19;0;0;0;80;0;Not_Canceled
2;0;2;0;0;Room_Type 1;146;4;24;0;0;0;95;0;Canceled
2;0;0;2;0;Room_Type 4;19;12;30;0;0;0;148;1;Not_Canceled
2;1;0;1;0;Room_Type 1;53;5;21;0;0;0;143.1;0;Not_Canceled
2;0;1;2;0;Room_Type 1;150;4;22;0;0;0;96.3;3;Not_Canceled
2;0;0;2;0;Room_Type 2;124;6;30;0;0;0;88.76;1;Not_Canceled
2;1;0;3;0;Room_Type 1;151;12;29;0;0;0;143.28;1;Canceled
2;0;1;2;0;Room_Type 1;273;5;13;0;0;0;95;0;Canceled
2;1;2;2;0;Room_Type 1;17;12;26;0;0;0;60;1;Not_Canceled
2;0;2;4;0;Room_Type 1;70;9;3;0;0;0;170.1;0;Canceled
1;0;0;2;0;Room_Type 1;0;6;21;0;0;0;129;1;Not_Canceled
2;0;1;0;0;Room_Type 1;3;4;17;0;0;0;89;0;Not_Canceled
2;0;0;1;0;Room_Type 1;50;3;29;0;0;0;80.1;2;Not_Canceled
2;0;1;2;0;Room_Type 1;124;6;27;0;0;0;96.3;2;Not_Canceled
2;0;2;1;0;Room_Type 1;57;10;2;0;0;0;118.8;2;Not_Canceled
2;1;0;3;0;Room_Type 4;126;12;27;0;0;0;90.53;2;Not_Canceled
1;0;0;2;0;Room_Type 1;9;6;22;0;0;0;104;0;Not_Canceled
2;0;0;2;0;Room_Type 1;28;1;8;0;0;0;97;0;Not_Canceled
2;0;2;2;0;Room_Type 1;117;5;13;0;0;0;99.45;1;Not_Canceled
1;0;1;0;0;Room_Type 1;3;10;12;0;0;0;65;0;Not_Canceled
1;0;0;2;0;Room_Type 1;188;6;15;0;0;0;130;0;Canceled
2;1;0;5;0;Room_Type 1;138;8;9;0;0;0;101.49;1;Not_Canceled
2;0;0;4;0;Room_Type 5;49;3;29;0;0;0;86.28;0;Canceled
1;0;0;1;0;Room_Type 1;109;10;26;0;0;0;80.1;1;Not_Canceled
2;0;1;4;0;Room_Type 1;275;10;5;0;0;0;90;0;Canceled
2;0;2;1;0;Room_Type 1;31;2;20;0;0;0;83.9;1;Not_Canceled
1;0;0;2;0;Room_Type 1;14;1;15;0;0;0;65.8;2;Not_Canceled
2;0;0;2;0;Room_Type 1;6;3;22;0;0;0;89;0;Canceled
2;0;0;1;0;Room_Type 4;1;9;22;0;0;0;107;0;Not_Canceled
2;0;0;1;0;Room_Type 1;1;6;14;0;0;0;111;1;Not_Canceled
2;0;1;3;0;Room_Type 1;36;2;22;0;0;0;71.3;1;Not_Canceled
2;0;0;3;0;Room_Type 1;43;10;27;0;0;0;85.5;0;Not_Canceled
2;0;2;2;0;Room_Type 1;67;4;2;0;0;0;71.74;1;Not_Canceled
2;1;1;1;0;Room_Type 1;17;12;10;0;0;0;80;0;Not_Canceled
1;0;1;5;0;Room_Type 1;40;6;27;0;0;0;104.1;0;Canceled
2;0;2;0;0;Room_Type 1;386;10;23;0;0;0;115;1;Canceled
2;0;0;4;0;Room_Type 4;199;12;28;0;0;0;102.85;0;Not_Canceled
2;0;1;2;0;Room_Type 4;91;5;13;0;0;0;140.4;0;Canceled
3;0;1;2;0;Room_Type 7;40;3;25;0;0;0;201.95;0;Canceled
1;0;2;4;0;Room_Type 1;69;6;12;0;0;0;120;0;Canceled
2;0;0;3;0;Room_Type 1;33;9;28;0;0;0;85.5;0;Not_Canceled
2;0;0;3;0;Room_Type 1;122;6;16;0;0;0;116.1;2;Not_Canceled
2;0;1;1;0;Room_Type 1;0;3;14;0;0;0;109;0;Not_Canceled
1;1;0;3;0;Room_Type 1;178;8;18;0;0;0;124.5;0;Canceled
2;0;1;2;0;Room_Type 1;84;10;16;0;0;0;89.25;2;Not_Canceled
2;0;1;4;0;Room_Type 1;3;12;21;0;0;0;82.88;0;Not_Canceled
1;0;0;2;0;Room_Type 1;36;1;19;0;0;0;80;0;Not_Canceled
2;0;0;1;0;Room_Type 1;4;12;5;1;2;0;0;2;Not_Canceled
2;1;1;1;0;Room_Type 1;173;8;15;0;0;0;121.5;0;Canceled
1;0;1;1;0;Room_Type 1;0;11;28;1;0;2;79;0;Not_Canceled
2;0;0;1;0;Room_Type 1;2;2;6;0;0;0;81;1;Not_Canceled
2;0;1;4;0;Room_Type 1;154;9;12;0;0;0;80.75;0;Not_Canceled
3;0;0;3;0;Room_Type 4;88;10;20;0;0;0;151.2;1;Not_Canceled
1;0;0;3;0;Room_Type 1;71;6;14;0;0;0;120;0;Not_Canceled
2;0;0;1;0;Room_Type 1;8;9;9;0;0;0;105;2;Not_Canceled
2;0;0;2;0;Room_Type 1;30;10;21;0;0;0;139;4;Not_Canceled
2;0;1;4;0;Room_Type 1;74;2;17;0;0;0;55.24;0;Not_Canceled
2;0;0;1;0;Room_Type 1;0;12;7;0;0;0;98;2;Not_Canceled
1;0;0;2;0;Room_Type 1;3;9;15;0;0;0;149;2;Not_Canceled
1;0;1;1;0;Room_Type 1;18;5;9;0;0;0;88.8;0;Not_Canceled
1;0;1;2;0;Room_Type 4;12;5;30;0;0;0;112.42;0;Canceled
2;0;0;3;0;Room_Type 1;193;9;29;0;0;0;93.09;1;Canceled
1;0;0;1;0;Room_Type 1;18;12;18;1;0;7;74;0;Not_Canceled
2;0;2;5;0;Room_Type 1;246;12;27;0;0;0;58.36;1;Canceled
1;0;0;2;0;Room_Type 1;188;6;15;0;0;0;130;0;Canceled
1;0;0;2;0;Room_Type 1;86;9;24;0;0;0;87.5;0;Not_Canceled
2;0;1;1;0;Room_Type 1;44;11;26;0;0;0;98.8;2;Not_Canceled
2;0;0;2;0;Room_Type 1;30;6;2;0;0;0;140;0;Not_Canceled
2;0;0;3;0;Room_Type 4;85;4;7;0;0;0;99.3;0;Canceled
2;0;0;2;0;Room_Type 1;29;10;21;0;0;0;139;0;Canceled
3;0;1;4;0;Room_Type 4;104;7;18;0;0;0;141.3;0;Canceled
2;0;0;3;0;Room_Type 1;96;9;27;0;0;0;122.31;1;Canceled
2;0;2;2;0;Room_Type 1;177;8;5;0;0;0;72.25;1;Not_Canceled
2;0;0;3;0;Room_Type 1;36;11;1;0;0;0;75;0;Not_Canceled
2;0;0;1;0;Room_Type 1;35;3;25;0;0;0;540;0;Canceled
2;0;0;2;0;Room_Type 4;15;4;20;0;0;0;137;1;Not_Canceled
2;0;0;2;0;Room_Type 1;13;1;20;0;0;0;96;1;Not_Canceled
2;0;2;3;0;Room_Type 1;1;8;8;0;0;0;98;0;Not_Canceled
2;0;2;1;0;Room_Type 4;0;9;19;0;0;0;136;1;Not_Canceled
2;0;0;4;1;Room_Type 1;119;6;15;0;0;0;128.85;0;Not_Canceled
2;0;1;1;0;Room_Type 4;119;10;22;0;0;0;166.5;0;Canceled
2;0;0;2;0;Room_Type 1;25;11;11;0;0;0;9;0;Not_Canceled
2;0;2;0;0;Room_Type 1;12;12;4;0;0;0;104;0;Not_Canceled
2;0;1;3;0;Room_Type 1;129;5;16;0;0;0;106.25;0;Not_Canceled
1;0;2;2;0;Room_Type 1;124;11;6;0;0;0;146.03;3;Not_Canceled
2;0;1;3;1;Room_Type 1;62;8;8;0;0;0;144;1;Not_Canceled
2;0;0;3;0;Room_Type 1;27;5;10;0;0;0;141;0;Canceled
2;0;1;2;0;Room_Type 1;8;9;16;0;0;0;126;2;Not_Canceled
2;0;1;1;0;Room_Type 1;301;7;30;0;0;0;115;1;Canceled
1;0;2;0;1;Room_Type 1;3;10;23;1;0;3;67;1;Not_Canceled
2;0;1;1;0;Room_Type 4;41;5;28;0;0;0;131.4;1;Not_Canceled
2;0;1;2;0;Room_Type 4;79;3;21;0;0;0;96.3;0;Not_Canceled
1;0;4;11;0;Room_Type 1;68;3;29;0;0;0;76.22;0;Canceled
2;0;2;2;0;Room_Type 1;65;3;13;0;0;0;63.75;0;Not_Canceled
2;0;0;2;0;Room_Type 4;14;3;29;0;0;0;89.32;1;Not_Canceled
2;0;2;3;0;Room_Type 1;17;1;22;0;0;0;75;0;Not_Canceled
2;0;0;2;0;Room_Type 1;41;10;1;0;0;0;103.05;0;Not_Canceled
2;0;2;2;0;Room_Type 1;10;11;27;0;0;0;89.89;3;Not_Canceled
2;0;0;3;0;Room_Type 1;154;9;8;0;0;0;126.9;3;Not_Canceled
2;0;0;1;0;Room_Type 1;20;7;29;0;0;0;99;1;Not_Canceled
1;0;0;2;0;Room_Type 1;192;6;24;0;0;0;95;0;Not_Canceled
2;0;0;1;0;Room_Type 1;20;11;4;0;0;0;80;0;Canceled
2;0;2;2;0;Room_Type 1;108;3;13;0;0;0;65.96;0;Not_Canceled
1;0;1;1;0;Room_Type 1;3;5;23;0;0;0;90;0;Not_Canceled
2;0;0;2;0;Room_Type 4;57;6;2;0;0;0;157.14;1;Canceled
1;0;0;2;0;Room_Type 5;7;2;5;0;0;0;86;0;Not_Canceled
1;0;0;2;0;Room_Type 1;23;7;5;0;0;0;145;0;Canceled
1;0;0;0;0;Room_Type 1;30;9;24;0;0;0;0;0;Not_Canceled
2;0;2;5;0;Room_Type 4;61;10;14;0;0;0;132.3;0;Canceled
2;0;1;3;0;Room_Type 1;12;10;12;0;0;0;100;0;Not_Canceled
2;0;1;1;0;Room_Type 1;104;7;16;0;0;0;105.3;0;Canceled
2;1;0;2;0;Room_Type 2;38;3;4;0;0;0;97.1;1;Not_Canceled
2;0;2;1;0;Room_Type 1;110;7;25;0;0;0;94.5;0;Not_Canceled
2;0;2;5;0;Room_Type 1;12;8;12;0;0;0;151;1;Not_Canceled
1;0;4;9;0;Room_Type 1;37;12;15;0;0;0;92.31;1;Canceled
2;0;2;0;0;Room_Type 1;386;10;23;0;0;0;115;1;Canceled
2;0;0;4;0;Room_Type 1;270;4;20;0;0;0;80;0;Not_Canceled
2;2;0;1;0;Room_Type 6;3;8;29;0;0;0;156;0;Not_Canceled
2;0;1;2;0;Room_Type 1;47;3;11;0;0;0;59.91;1;Not_Canceled
2;0;0;3;0;Room_Type 4;37;11;4;0;0;0;60;0;Not_Canceled
2;0;1;2;0;Room_Type 1;4;10;3;0;0;0;160;1;Not_Canceled
2;0;1;5;0;Room_Type 1;133;5;17;0;0;0;85.5;0;Not_Canceled
2;0;1;2;0;Room_Type 1;158;8;29;0;0;0;96.3;0;Canceled
1;0;2;1;0;Room_Type 1;11;5;1;0;0;0;137.67;0;Canceled
2;0;1;4;0;Room_Type 4;191;7;27;0;0;0;99.45;1;Canceled
1;0;1;2;0;Room_Type 1;111;10;10;0;0;0;120;0;Not_Canceled
1;0;1;0;0;Room_Type 1;4;1;4;1;0;4;66;0;Not_Canceled
2;2;2;3;0;Room_Type 6;5;3;27;0;0;0;254;0;Canceled
2;0;2;4;0;Room_Type 1;17;8;29;0;0;0;97.5;1;Canceled
2;0;0;3;0;Room_Type 4;35;9;17;0;0;0;97;0;Not_Canceled
1;0;0;1;0;Room_Type 1;36;2;24;0;0;0;72.9;1;Not_Canceled
2;0;2;5;0;Room_Type 1;147;9;14;0;0;0;126.9;1;Not_Canceled
2;0;2;3;0;Room_Type 1;2;9;20;0;0;0;145;2;Not_Canceled
2;0;1;2;0;Room_Type 4;73;10;24;0;0;0;113.7;1;Canceled
1;0;0;1;0;Room_Type 1;1;2;13;0;0;0;79;0;Not_Canceled
2;0;2;2;0;Room_Type 4;9;12;9;0;0;0;99.88;2;Not_Canceled
2;0;0;4;0;Room_Type 1;100;9;28;0;0;0;140;1;Not_Canceled
2;0;1;3;0;Room_Type 1;159;6;27;0;0;0;90.95;1;Not_Canceled
2;0;0;3;0;Room_Type 1;30;12;8;0;0;0;88;2;Not_Canceled
1;0;0;1;0;Room_Type 1;0;5;31;0;0;0;0;0;Not_Canceled
2;0;1;1;0;Room_Type 1;12;12;5;0;0;0;55;0;Not_Canceled
2;0;2;3;0;Room_Type 1;95;11;18;0;0;0;85;1;Not_Canceled
2;0;0;3;0;Room_Type 1;21;10;25;0;0;0;88;0;Canceled
2;0;1;2;0;Room_Type 2;78;8;19;0;0;0;115.68;1;Not_Canceled
2;0;0;4;0;Room_Type 1;197;12;29;0;0;0;110.43;0;Not_Canceled
2;0;2;0;0;Room_Type 5;5;5;22;0;0;0;119;0;Not_Canceled
1;0;2;4;0;Room_Type 1;1;11;9;0;0;0;0;1;Not_Canceled
2;0;1;4;0;Room_Type 1;113;5;18;0;0;0;126.65;0;Canceled
2;0;2;3;0;Room_Type 4;34;10;2;0;0;0;95.47;1;Not_Canceled
2;0;0;3;0;Room_Type 4;130;5;5;0;0;0;114.3;0;Canceled
2;0;0;2;0;Room_Type 1;30;9;30;0;0;0;121;0;Not_Canceled
2;0;2;0;0;Room_Type 4;91;8;21;0;0;0;159.3;0;Not_Canceled
2;0;1;3;0;Room_Type 1;11;1;21;0;0;0;89;1;Not_Canceled
1;0;0;1;0;Room_Type 1;9;5;18;1;0;1;124;1;Not_Canceled
2;0;1;1;0;Room_Type 1;301;7;30;0;0;0;109;0;Canceled
1;0;2;3;0;Room_Type 1;115;2;27;0;0;0;75;0;Not_Canceled
2;0;1;3;0;Room_Type 1;10;8;17;0;0;0;99;1;Canceled
2;1;2;2;0;Room_Type 1;32;8;6;0;0;0;152.1;1;Canceled
1;0;0;2;0;Room_Type 1;8;3;1;0;0;0;56;0;Not_Canceled
2;0;1;1;0;Room_Type 1;247;6;6;0;0;0;115;1;Canceled
2;0;1;3;1;Room_Type 1;75;3;28;0;0;0;91.45;0;Not_Canceled
2;2;1;0;0;Room_Type 6;1;8;9;0;0;0;153;2;Not_Canceled
1;0;1;1;0;Room_Type 1;88;10;5;0;0;0;90.6;0;Not_Canceled
2;0;1;1;0;Room_Type 1;93;6;20;0;0;0;121.5;1;Canceled
2;0;0;3;0;Room_Type 1;47;9;22;0;0;0;104.88;0;Not_Canceled
1;0;0;3;0;Room_Type 1;166;11;1;0;0;0;110;0;Canceled
1;0;0;1;0;Room_Type 1;2;11;25;1;0;1;65;0;Not_Canceled
2;0;1;2;0;Room_Type 1;243;9;9;0;0;0;95.4;0;Canceled
3;0;2;4;0;Room_Type 4;30;7;7;0;0;0;168.3;4;Not_Canceled
2;0;0;1;0;Room_Type 1;28;1;16;0;0;0;89;1;Not_Canceled
1;0;0;1;0;Room_Type 4;3;4;21;0;0;0;110;0;Not_Canceled
1;0;0;1;0;Room_Type 1;213;12;17;0;0;0;67.5;0;Not_Canceled
2;0;2;1;0;Room_Type 1;51;9;11;0;0;0;85.5;0;Not_Canceled
2;0;2;3;0;Room_Type 4;22;9;24;0;0;0;104.22;1;Not_Canceled
2;0;0;4;0;Room_Type 4;25;5;31;0;0;0;146.11;0;Canceled
2;0;0;1;0;Room_Type 1;92;11;11;0;0;0;90;0;Not_Canceled
2;0;0;4;0;Room_Type 4;61;12;7;0;0;0;96.9;1;Not_Canceled
1;0;0;1;0;Room_Type 1;3;12;15;0;0;0;88;2;Not_Canceled
1;0;0;0;0;Room_Type 1;1;2;6;0;0;0;0;0;Not_Canceled
1;0;2;1;0;Room_Type 1;1;2;28;0;0;0;60;0;Canceled
2;0;2;3;0;Room_Type 4;224;9;3;0;0;0;109.31;1;Canceled
2;2;2;2;0;Room_Type 6;12;5;13;0;0;0;216;0;Canceled
2;0;0;1;0;Room_Type 1;39;12;27;0;0;0;65;1;Not_Canceled
1;0;0;2;0;Room_Type 1;4;12;7;0;0;0;75.08;1;Not_Canceled
2;0;2;3;0;Room_Type 4;107;5;26;0;0;0;132.6;1;Not_Canceled
2;0;0;2;0;Room_Type 1;46;9;9;0;0;0;108.72;0;Not_Canceled
2;0;2;2;0;Room_Type 1;110;6;17;0;0;0;109.65;1;Not_Canceled
2;0;0;1;0;Room_Type 1;1;10;13;0;0;0;85;0;Not_Canceled
1;0;0;2;0;Room_Type 1;20;4;12;0;0;0;90;0;Not_Canceled
2;0;0;3;0;Room_Type 1;66;9;1;0;0;0;141.9;1;Not_Canceled
2;0;1;3;0;Room_Type 1;166;7;7;0;0;0;80.75;1;Not_Canceled
3;0;1;2;0;Room_Type 1;155;6;27;0;0;0;128.7;0;Canceled
2;0;0;3;0;Room_Type 4;77;9;14;0;0;0;149.4;0;Canceled
2;0;0;3;0;Room_Type 1;213;6;7;0;0;0;130;0;Canceled
3;0;2;1;0;Room_Type 1;138;8;22;0;0;0;138.5;1;Not_Canceled
1;0;0;2;0;Room_Type 1;192;6;24;0;0;0;95;0;Not_Canceled
1;0;1;1;0;Room_Type 1;3;7;18;0;0;0;79;1;Not_Canceled
2;0;1;4;0;Room_Type 1;94;3;28;0;0;0;80.75;1;Not_Canceled
2;0;1;0;0;Room_Type 1;139;7;4;0;0;0;96.3;1;Not_Canceled
2;0;0;4;0;Room_Type 1;51;11;16;0;0;0;75;0;Not_Canceled
2;0;2;2;0;Room_Type 1;19;10;3;0;0;0;111.75;2;Not_Canceled
2;0;1;0;0;Room_Type 1;12;2;7;0;0;0;93;2;Not_Canceled
2;0;1;5;0;Room_Type 1;18;9;7;0;0;0;143;1;Canceled
2;0;0;1;0;Room_Type 1;10;4;7;0;0;0;101;0;Canceled
1;0;0;3;0;Room_Type 1;4;2;16;1;0;5;65;1;Not_Canceled
1;0;0;2;0;Room_Type 4;8;5;10;0;0;0;108.57;0;Canceled
2;0;2;1;0;Room_Type 1;23;10;9;0;0;0;85;0;Not_Canceled
1;0;0;2;0;Room_Type 1;46;3;10;0;0;0;82.9;1;Not_Canceled
2;0;1;2;0;Room_Type 1;97;4;25;0;0;0;85.5;0;Not_Canceled
2;0;2;1;0;Room_Type 4;45;3;19;0;0;0;112.5;1;Canceled
2;0;2;3;0;Room_Type 1;222;4;28;0;0;0;118;0;Canceled
2;0;2;5;0;Room_Type 1;277;9;5;0;0;0;89.14;1;Not_Canceled
2;0;1;1;0;Room_Type 1;145;10;22;0;0;0;153;0;Canceled
2;0;0;1;0;Room_Type 1;2;1;26;0;0;0;81;0;Not_Canceled
2;0;0;1;0;Room_Type 1;72;9;18;0;0;0;108;0;Not_Canceled
